ward,year,category,location,cost
49,2012,"In-Road ""State Law Stop",W DEVON AVE & N LAKEWOOD AVE,475.0
49,2012,"In-Road ""State Law Stop",N CLARK ST & W FARWELL AVE,1100.0
49,2012,"In-Road ""State Law Stop",W DEVON AVE & N NEWGARD AVE,550.0
49,2012,Pavement Markings,N CLARK ST & W CHASE AVE,1100.0
49,2012,Sidewalk,ON N RAVENSWOOD AVE FROM W ALBION AVE (6600 N),2881.0
49,2012,Sidewalk,ON N SHERIDAN RD FROM W JONQUIL TR (7700 N) TO W,12368.0
49,2012,Sidewalk,ON N SHERIDAN RD FROM W JONQUIL TER (7700 N) TO W,2189.0
49,2012,Sidewalk,ON N EASTLAKE TR FROM W HOWARD ST (7600 N) TO N,744.0
49,2012,Sidewalk,ON N RAVENSWOOD AVE FROM W ALBION AV (6600 N) TO,16640.0
49,2012,Sidewalk,ON N RIDGE BLVD FROM W FARGO AV (7432 N) TO W,7565.0
49,2012,Sidewalk,ON N ASHLAND AVE FROM W CHASE AVE (7300 N) TO W,11340.0
49,2012,Sidewalk,ON N ROGERS AVE FROM N CLARK ST (7401 N) TO N,4526.0
49,2012,Sidewalk,ON N ASHLAND BLVD FROM W CHASE AV (7250 N) TO W,12188.0
49,2012,Street Resurfacing,ON N WOLCOTT AVE FROM W LUNT AV (7000 N) TO W,23294.0
49,2012,Street Resurfacing,ON W LUNT AVE FROM N ASHLAND BLVD (1600 W) TO N,81162.0
49,2012,Street Resurfacing,ON W NORTH SHORE AVE FROM N GLENWOOD AVE (1400,48966.0
49,2012,Street Resurfacing,ON N WOLCOTT AVE FROM W BIRCHWOOD AVE (7500 N),41425.0
49,2012,Street Resurfacing,ON W JARVIS AVE FROM N DAMEN AVE (2000 W) TO N,78291.0
49,2012,Street Resurfacing,ON W NORTH SHORE AVE FROM N CLARK ST (1678 W) TO N,47207.0
49,2012,Street Resurfacing,ON W ESTES AVE FROM N DAMEN AVE (2000 W) TO N,56538.0
49,2012,Street Resurfacing,ON W GREENLEAF AVE FROM N GREENVIEW AVE (1500 W),36960.0
49,2012,Street Resurfacing,ON W PRATT BLVD FROM N ASHLAND AV (1600 W) TO N,113272.0
49,2012,Street Resurfacing,ON N WOLCOTT AVE FROM W FARGO AVE (7400 N) TO W,54511.0
49,2012,Street Resurfacing,ON W COLUMBIA AVE FROM N SHERIDAN RD (1200 W) TO,32826.0
49,2012,Street Resurfacing,ON W MORSE AVE FROM N WOLCOTT AV (1900 W) TO N,60802.0
49,2012,Street Resurfacing,ON W MORSE AVE FROM N CLARK ST (1724 W) TO N,105519.0
49,2012,Street Resurfacing,ON N RAVENSWOOD AVE FROM W MORSE AVE (6940 N) TO,44204.0
49,2012,Street Resurfacing,ON W JUNEWAY TER FROM N SHERIDAN RD (1400 W) TO N,15614.0
49,2012,Street Speed Hump,ON W CHASE AVE FROM N RIDGE BV (2132 W) TO N BELL,5550.0
49,2012,Street Speed Hump,ON W CHASE AVE FROM N HAMILTON AVE (2140 W) TO N,1850.0
49,2012,Floodlight,1789 W TOUHY AVE,600.0
49,2012,Chicago Park District,7348 N PAULINA ST 2013 Touhy Park Water Fountain and Landscaping -,29000.0
49,2012,Miscellaneous Other,7356 N GREENVIEW AVE Trees for the ward,75000.0
49,2012,Miscellaneous Other,7356 N GREENVIEW AVE 20 Murals,120000.0
50,2012,Street Resurfacing,ON W MORSE AVE FROM N FRANCISCO AV (2900 W) TO N,61938.0
50,2012,Street Resurfacing,ON N OAKLEY AVE FROM W MORSE AV (6910 N) TO W LUNT,60899.0
50,2012,Street Resurfacing,ON N BELL AVE FROM W MORSE AV (6910 N) TO W LUNT,54877.0
50,2012,Street Resurfacing,ON N DRAKE AVE FROM W GLENLAKE AV (6100 N) TO W,43655.0
50,2012,Street Resurfacing,ON N ALBANY AVE FROM W SHERWIN AV (7332 N) TO W,75336.0
50,2012,Street Resurfacing,ON W GLENLAKE AVE FROM N CENTRAL PARK AV (3600 W),45706.0
50,2012,Street Resurfacing,ON W JARLATH ST FROM N SACRAMENTO AV (3000 W) TO N,11900.0
50,2012,Street Resurfacing,ON W FARGO AVE FROM N FRANCISCO AV (2900 W) TO N,37115.0
50,2012,Street Resurfacing,ON N TALMAN AVE FROM W ALBION AV (6600 N) TO W,134443.0
50,2012,Street Resurfacing,ON N TROY ST FROM W DEVON AV (6400 N) TO W ARTHUR,36896.0
50,2012,Street Resurfacing,ON W JEROME ST FROM N SACRAMENTO AV (3000 W) TO N,60817.0
50,2012,Street Resurfacing,ON W ESTES AVE FROM N ROCKWELL ST (2600 W) TO N,113373.0
50,2012,Street Resurfacing,ON N WASHTENAW AVE FROM W ARTHUR AV (6500 N) TO,51964.0
50,2012,Street Resurfacing,ON N WASHTENAW AVE FROM W ALBION AV (6600 N) TO W,59392.0
50,2012,Street Resurfacing,ON W ESTES AVE FROM N WESTERN AV (2400 W) TO N,20904.0
50,2012,Street Resurfacing,ON N SACRAMENTO AVE FROM W DEVON AV (6400 N) TO W,36896.0
50,2012,Street Resurfacing,ON N FRANCISCO AVE FROM W DEVON AV (6400 N) TO W,52508.0
50,2012,Street Resurfacing,ON W GLENLAKE AVE FROM N DRAKE AV (3532 W) TO N,40881.0
50,2012,Street Resurfacing,ON N ALBANY AVE FROM W FARGO AV (7432 N) TO W,15100.0
50,2012,Street Resurfacing,ON W CHASE AVE FROM N ALBANY AV (3100 W) TO Dead,41176.0
50,2012,Street Resurfacing,ON N WASHTENAW AVE FROM W GRANVILLE AV (6200 N),83234.0
50,2012,Street Resurfacing,ON W GRANVILLE AVE FROM N WESTERN AV (2400 W) TO N,59556.0
50,2012,Street Resurfacing,ON W ROSEMONT AVE FROM N RICHMOND ST (2932 W) TO,41177.0
50,2012,Street Resurfacing,ON W ARTHUR AVE FROM N ROCKWELL ST (2600 W) TO N,56500.0
50,2012,Street Light Residential,ON W GLENLAKE AVE FROM N KIMBALL AVE (3400 W) TO,23760.0
